"gene.y"	"Sample"	"chr"	"start"	"end"	"n"	"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"ensemblID"	"verdict"	"deltapsi"	"transcripts"	"bam_slice"	"event"	"SS_Coords"	"ENSG.ID"	"median.cpm"	"sd"	"sum"
"201"	"HELLS"	"MDS_K700E"	"chr10"	94545907	94546361	2	"clu_8944_+"	4	"chr10:94545907-94546377"	"<i>HELLS</i>"	"cryptic"	5.97e-05	"ENSG00000228315.11"	"cryptic_threeprime"	0.165	"."	"chr10:94544907-94547361"	"chr10:94545907-94546361"	"chr10:94545861-94546861"	"ENSG00000119969.15"	83.33566945	13.33036289	0
"202"	"HELLS"	"Nalm_K700E"	"chr10"	94545907	94546361	2	"clu_1859_+"	4	"chr10:94545907-94546377"	"<i>HELLS</i>"	"cryptic"	0.00173	"ENSG00000119969.15"	"cryptic_threeprime"	0.154	"."	"chr10:94544907-94547361"	"chr10:94545907-94546361"	"chr10:94545861-94546861"	"ENSG00000119969.15"	90.00729917	3.813225155	0
"203"	"HERC2P9"	"K562_K700E"	"chr15"	28656263	28657187	2	"clu_1782_+"	2	"chr15:28656026-28657187"	"<i>HERC2P9</i>"	"cryptic"	0.0105	"ENSG00000112972.15"	"cryptic_fiveprime"	0.183	"."	"chr15:28655263-28658187"	"chr15:28656263-28657187"	"chr15:28656687-28657687"	"ENSG00000206149.11"	73.4730347	0.725767349	1
"204"	"HERC2P9"	"MDS_K700E"	"chr15"	28656263	28657187	2	"clu_14599_+"	2	"chr15:28656026-28657187"	"<i>HERC2P9</i>"	"cryptic"	0.0317	"ENSG00000085511.19"	"cryptic_fiveprime"	0.144	"."	"chr15:28655263-28658187"	"chr15:28656263-28657187"	"chr15:28656687-28657687"	"ENSG00000206149.11"	69.78325183	15.73711901	1
"205"	"HLTF"	"K562_K700E"	"chr3"	149041680	149042166	3	"clu_4019_-"	2	"chr3:149041668-149042166"	"<i>HLTF</i>"	"annotated"	0.0105	"ENSG00000122566.22"	"annotated"	0.318	"ENST00000467858.1"	"chr3:149040680-149043166"	"chr3:149041680-149042166"	"chr3:149041666-149042666"	"ENSG00000071794.16"	84.75327905	0.921833186	1
"206"	"HLTF"	"MDS_K700E"	"chr3"	149041680	149042166	3	"clu_17947_-"	2	"chr3:149041668-149042166"	"<i>HLTF</i>"	"annotated"	0.000371	"ENSG00000074582.12"	"annotated"	0.322	"ENST00000467858.1"	"chr3:149040680-149043166"	"chr3:149041680-149042166"	"chr3:149041666-149042666"	"ENSG00000071794.16"	102.3574506	51.26251583	1
"207"	"HLTF"	"Nalm_K700E"	"chr3"	149041680	149042166	3	"clu_10247_-"	2	"chr3:149041668-149042166"	"<i>HLTF</i>"	"annotated"	0.00216	"ENSG00000071794.16"	"annotated"	0.205	"ENST00000467858.1"	"chr3:149040680-149043166"	"chr3:149041680-149042166"	"chr3:149041666-149042666"	"ENSG00000071794.16"	180.0067053	5.177464281	1
"208"	"HSPBP1"	"BRCA_K700E"	"chr19"	55265378	55265886	4	"clu_9127_-"	3	"chr19:55265367-55265886"	"<i>HSPBP1</i>"	"cryptic"	0.0228	"ENSG00000133265.11"	"cryptic_threeprime"	0.225	"."	"chr19:55264378-55266886"	"chr19:55265378-55265886"	"chr19:55265386-55266386"	"ENSG00000133265.11"	29.56787449	11.66785856	0
"209"	"HSPBP1"	"K562_K700E"	"chr19"	55265378	55265886	4	"clu_2872_-"	3	"chr19:55265367-55265886"	"<i>HSPBP1</i>"	"cryptic"	0.00246	"ENSG00000149547.15"	"cryptic_threeprime"	0.29	"."	"chr19:55264378-55266886"	"chr19:55265378-55265886"	"chr19:55265386-55266386"	"ENSG00000133265.11"	53.0889098	0.425469556	0
"210"	"HSPBP1"	"MDS_K700E"	"chr19"	55265378	55265886	4	"clu_24928_-"	5	"chr19:55265367-55266131"	"<i>HSPBP1</i>"	"cryptic"	8.72e-05	"ENSG00000160271.14"	"cryptic_threeprime"	0.167	"."	"chr19:55264378-55266886"	"chr19:55265378-55265886"	"chr19:55265386-55266386"	"ENSG00000133265.11"	50.98687541	22.55897113	0
"211"	"HSPBP1"	"Nalm_K700E"	"chr19"	55265378	55265886	4	"clu_7116_-"	3	"chr19:55265367-55265886"	"<i>HSPBP1</i>"	"cryptic"	0.000471	"ENSG00000133265.11"	"cryptic_threeprime"	0.227	"."	"chr19:55264378-55266886"	"chr19:55265378-55265886"	"chr19:55265386-55266386"	"ENSG00000133265.11"	64.9233096	0.536911966	0
"212"	"ICA1"	"BRCA_K700E"	"chr7"	8227851	8228601	2	"clu_15633_-"	3	"chr7:8221398-8228601"	"<i>ICA1</i>"	"annotated"	0.00156	"ENSG00000003147.19"	"annotated"	0.112	"ENST00000455539.5"	"chr7:8226851-8229601"	"chr7:8227851-8228601"	"chr7:8228101-8229101"	"ENSG00000003147.19"	54.27129833	13.37500719	0
"213"	"ICA1"	"BRCA_K700E"	"chr7"	8221398	8227638	2	"clu_15633_-"	3	"chr7:8221398-8228601"	"<i>ICA1</i>"	"annotated"	0.00156	"ENSG00000003147.19"	"annotated"	0.114	"ENST00000455539.5"	"chr7:8220398-8228638"	"chr7:8221398-8227638"	"chr7:8227138-8228138"	"ENSG00000003147.19"	54.27129833	13.37500719	0
"214"	"ICA1"	"MDS_K700E"	"chr7"	8221398	8227638	2	"clu_27214_-"	3	"chr7:8221398-8228601"	"<i>ICA1</i>"	"annotated"	0.00267	"ENSG00000144354.13"	"annotated"	0.171	"ENST00000455539.5"	"chr7:8220398-8228638"	"chr7:8221398-8227638"	"chr7:8227138-8228138"	"ENSG00000003147.19"	45.7852319	9.563907781	0
"215"	"ICA1"	"MDS_K700E"	"chr7"	8227851	8228601	2	"clu_27214_-"	3	"chr7:8221398-8228601"	"<i>ICA1</i>"	"annotated"	0.00267	"ENSG00000101752.11"	"annotated"	0.06	"ENST00000455539.5"	"chr7:8226851-8229601"	"chr7:8227851-8228601"	"chr7:8228101-8229101"	"ENSG00000003147.19"	45.7852319	9.563907781	0
"216"	"INPPL1"	"K562_K700E"	"chr11"	72228498	72228647	3	"clu_1076_+"	2	"chr11:72228498-72228727"	"<i>INPPL1</i>"	"cryptic"	0.0122	"ENSG00000117360.13"	"cryptic_threeprime"	0.404	"."	"chr11:72227498-72229647"	"chr11:72228498-72228647"	"chr11:72228147-72229147"	"ENSG00000165458.15"	113.7845946	0.594614087	0
"217"	"INPPL1"	"MDS_K700E"	"chr11"	72228498	72228647	3	"clu_20939_+"	2	"chr11:72228498-72228727"	"<i>INPPL1</i>"	"cryptic"	0.000495	"ENSG00000185596.16"	"cryptic_threeprime"	0.279	"."	"chr11:72227498-72229647"	"chr11:72228498-72228647"	"chr11:72228147-72229147"	"ENSG00000165458.15"	70.46095883	15.61651956	0
"218"	"INPPL1"	"Nalm_K700E"	"chr11"	72228498	72228647	3	"clu_2641_+"	2	"chr11:72228498-72228727"	"<i>INPPL1</i>"	"cryptic"	0.00395	"ENSG00000143321.19"	"cryptic_threeprime"	0.241	"."	"chr11:72227498-72229647"	"chr11:72228498-72228647"	"chr11:72228147-72229147"	"ENSG00000165458.15"	119.1098915	2.862948878	0
"219"	"IP6K2"	"BRCA_K700E"	"chr3"	48693179	48695090	2	"clu_12935_-"	8	"chr3:48693179-48695090"	"<i>IP6K2</i>"	"cryptic"	0.0187	"ENSG00000068745.15"	"annotated"	0.177	"ENST00000328631.10+ENST00000412850.5+ENST00000413654.5+ENST00000437427.5+ENST00000443853.5+ENST00000449563.5+ENST00000454335.5+ENST00000479914.5"	"chr3:48692179-48696090"	"chr3:48693179-48695090"	"chr3:48694590-48695590"	"ENSG00000068745.15"	82.64631586	15.29969152	17
"220"	"IP6K2"	"MDS_K700E"	"chr3"	48693179	48695090	2	"clu_17495_-"	8	"chr3:48693179-48695090"	"<i>IP6K2</i>"	"annotated"	0.0195	"ENSG00000135250.16"	"annotated"	0.082	"ENST00000328631.9+ENST00000412850.5+ENST00000413654.5+ENST00000437427.5+ENST00000443853.5+ENST00000449563.5+ENST00000454335.5+ENST00000479914.5"	"chr3:48692179-48696090"	"chr3:48693179-48695090"	"chr3:48694590-48695590"	"ENSG00000068745.15"	160.5513692	54.09443139	17
"221"	"IQGAP3"	"MDS_K700E"	"chr1"	156562674	156563134	2	"clu_14153_-"	2	"chr1:156562665-156563134"	"<i>IQGAP3</i>"	"cryptic"	0.00222	"ENSG00000182287.14"	"cryptic_threeprime"	0.495	"."	"chr1:156561674-156564134"	"chr1:156562674-156563134"	"chr1:156562634-156563634"	"ENSG00000183856.11"	32.8953538	6.919225514	0
"222"	"IQGAP3"	"Nalm_K700E"	"chr1"	156562674	156563134	2	"clu_1232_-"	2	"chr1:156562665-156563134"	"<i>IQGAP3</i>"	"cryptic"	0.00453	"ENSG00000110719.10"	"cryptic_threeprime"	0.392	"."	"chr1:156561674-156564134"	"chr1:156562674-156563134"	"chr1:156562634-156563634"	"ENSG00000183856.11"	87.04877053	3.641738784	0
"223"	"ISOC2"	"K562_K700E"	"chr19"	55455330	55456349	2	"clu_2875_-"	4	"chr19:55455330-55456349"	"<i>ISOC2</i>"	"annotated"	0.00501	"ENSG00000147586.10"	"annotated"	0.056	"ENST00000425675.7+ENST00000438389.6+ENST00000587226.5+ENST00000589080.1"	"chr19:55454330-55457349"	"chr19:55455330-55456349"	"chr19:55455849-55456849"	"ENSG00000063241.8"	64.64046575	2.040048778	30
"224"	"ISOC2"	"Nalm_K700E"	"chr19"	55455330	55456349	2	"clu_7121_-"	5	"chr19:55455330-55456349"	"<i>ISOC2</i>"	"cryptic"	0.0201	"ENSG00000166503.9"	"annotated"	0.076	"ENST00000425675.7+ENST00000438389.6+ENST00000587226.5+ENST00000589080.1"	"chr19:55454330-55457349"	"chr19:55455330-55456349"	"chr19:55455849-55456849"	"ENSG00000063241.8"	46.20772707	0.869182522	30
"225"	"KANSL3"	"MDS_K700E"	"chr2"	96619776	96631312	2	"clu_6793_-"	5	"chr2:96619544-96631312"	"<i>KANSL3</i>"	"cryptic"	0.0101	"ENSG00000008130.15"	"cryptic_threeprime"	0.118	"."	"chr2:96618776-96632312"	"chr2:96619776-96631312"	"chr2:96630812-96631812"	"ENSG00000114982.19"	111.7678763	17.42779764	0
"226"	"KANSL3"	"Nalm_K700E"	"chr2"	96619776	96631312	2	"clu_8386_-"	4	"chr2:96619544-96631312"	"<i>KANSL3</i>"	"cryptic"	5.34e-05	"ENSG00000114982.19"	"cryptic_threeprime"	0.076	"."	"chr2:96618776-96632312"	"chr2:96619776-96631312"	"chr2:96630812-96631812"	"ENSG00000114982.19"	131.4159382	3.189661086	0
"227"	"KDM1A"	"K562_K700E"	"chr1"	23072197	23073274	2	"clu_436_+"	2	"chr1:23072197-23073292"	"<i>KDM1A</i>"	"annotated"	0.0108	"ENSG00000149743.14"	"annotated"	0.083	"ENST00000465864.2+ENST00000685102.1+ENST00000692056.1"	"chr1:23071197-23074274"	"chr1:23072197-23073274"	"chr1:23072774-23073774"	"ENSG00000004487.18"	9.199276583	0.611034913	0
"228"	"KDM1A"	"MDS_K700E"	"chr1"	23072197	23073274	2	"clu_18324_+"	2	"chr1:23072197-23073292"	"<i>KDM1A</i>"	"annotated"	0.00404	"ENSG00000166233.14"	"annotated"	0.096	"ENST00000465864.1"	"chr1:23071197-23074274"	"chr1:23072197-23073274"	"chr1:23072774-23073774"	"ENSG00000004487.18"	5.53072221	1.120516015	0
"229"	"KPNA1"	"MDS_K700E"	"chr3"	122433805	122437170	2	"clu_17799_-"	2	"chr3:122433788-122437170"	"<i>KPNA1</i>"	"cryptic"	4.25e-05	"ENSG00000095794.19"	"cryptic_threeprime"	0.15	"."	"chr3:122432805-122438170"	"chr3:122433805-122437170"	"chr3:122436670-122437670"	"ENSG00000114030.13"	29.81221254	7.232909435	0
"230"	"KPNA1"	"Nalm_K700E"	"chr3"	122433805	122437170	2	"clu_10180_-"	2	"chr3:122433788-122437170"	"<i>KPNA1</i>"	"cryptic"	0.00281	"ENSG00000114030.13"	"cryptic_threeprime"	0.125	"."	"chr3:122432805-122438170"	"chr3:122433805-122437170"	"chr3:122436670-122437670"	"ENSG00000114030.13"	24.50850094	2.292708492	0
"231"	"KTN1"	"MDS_K700E"	"chr14"	55633341	55634513	2	"clu_12727_+"	3	"chr14:55633341-55634530"	"<i>KTN1</i>"	"cryptic"	0.00517	"ENSG00000116786.11"	"cryptic_threeprime"	0.077	"."	"chr14:55632341-55635513"	"chr14:55633341-55634513"	"chr14:55634013-55635013"	"ENSG00000126777.18"	200.8937074	46.58929548	0
"232"	"KTN1"	"Nalm_K700E"	"chr14"	55633341	55634513	2	"clu_3896_+"	3	"chr14:55633341-55634530"	"<i>KTN1</i>"	"cryptic"	0.0057	"ENSG00000183793.14"	"cryptic_threeprime"	0.064	"."	"chr14:55632341-55635513"	"chr14:55633341-55634513"	"chr14:55634013-55635013"	"ENSG00000126777.18"	252.5096262	5.584456702	0
"233"	"MAP3K7"	"K562_K700E"	"chr6"	90536401	90544552	2	"clu_4777_-"	3	"chr6:90536401-90547258"	"<i>MAP3K7</i>"	"annotated"	0.00996	"ENSG00000230021.10"	"annotated"	0.185	"ENST00000369325.7+ENST00000369329.8"	"chr6:90535401-90545552"	"chr6:90536401-90544552"	"chr6:90544052-90545052"	"ENSG00000135341.18"	92.16829583	3.880979193	23
"234"	"MAP3K7"	"MDS_K700E"	"chr6"	90560234	90561622	2	"clu_25670_-"	2	"chr6:90560214-90561622"	"<i>MAP3K7</i>"	"cryptic"	0.000416	"ENSG00000232112.3"	"cryptic_threeprime"	0.419	"."	"chr6:90559234-90562622"	"chr6:90560234-90561622"	"chr6:90561122-90562122"	"ENSG00000135341.18"	71.72437979	22.1076559	0
"235"	"MAP3K7"	"MDS_K700E"	"chr6"	90536401	90544552	2	"clu_25668_-"	3	"chr6:90536401-90547258"	"<i>MAP3K7</i>"	"annotated"	0.00188	"ENSG00000107829.13"	"annotated"	0.156	"ENST00000369325.7+ENST00000369329.7"	"chr6:90535401-90545552"	"chr6:90536401-90544552"	"chr6:90544052-90545052"	"ENSG00000135341.18"	71.72437979	22.1076559	23
"236"	"MAP3K7"	"Nalm_K700E"	"chr6"	90560234	90561622	2	"clu_11530_-"	2	"chr6:90560214-90561622"	"<i>MAP3K7</i>"	"cryptic"	0.00109	"ENSG00000135341.18"	"cryptic_threeprime"	0.365	"."	"chr6:90559234-90562622"	"chr6:90560234-90561622"	"chr6:90561122-90562122"	"ENSG00000135341.18"	77.24317741	0.67685802	0
"237"	"MBD1"	"BRCA_K700E"	"chr18"	50269818	50272677	2	"clu_8537_-"	6	"chr18:50267663-50272677"	"<i>MBD1</i>"	"cryptic"	0.0203	"ENSG00000141644.18"	"annotated"	0.064	"ENST00000269468.10+ENST00000269471.9+ENST00000347968.7+ENST00000353909.7+ENST00000585595.5+ENST00000588937.5+ENST00000589541.5+ENST00000590208.5"	"chr18:50268818-50273677"	"chr18:50269818-50272677"	"chr18:50272177-50273177"	"ENSG00000141644.18"	51.64458486	15.24466783	24
"238"	"MBD1"	"Nalm_K700E"	"chr18"	50269818	50272677	2	"clu_6665_-"	6	"chr18:50267663-50272677"	"<i>MBD1</i>"	"cryptic"	0.0419	"ENSG00000135297.17"	"annotated"	0.053	"ENST00000269468.10+ENST00000269471.9+ENST00000347968.7+ENST00000353909.7+ENST00000585595.5+ENST00000588937.5+ENST00000589541.5+ENST00000590208.5"	"chr18:50268818-50273677"	"chr18:50269818-50272677"	"chr18:50272177-50273177"	"ENSG00000141644.18"	118.0089164	1.818519839	24
"239"	"MCM3AP"	"MDS_K700E"	"chr21"	46235446	46236829	2	"clu_25202_-"	2	"chr21:46235426-46236829"	"<i>MCM3AP</i>"	"cryptic"	9.92e-05	"ENSG00000236953.1"	"cryptic_threeprime"	0.082	"."	"chr21:46234446-46237829"	"chr21:46235446-46236829"	"chr21:46236329-46237329"	"ENSG00000160294.11"	84.69731545	12.64761417	0
"240"	"MCM3AP"	"Nalm_K700E"	"chr21"	46235446	46236829	2	"clu_9121_-"	2	"chr21:46235426-46236829"	"<i>MCM3AP</i>"	"cryptic"	0.00261	"ENSG00000160294.11"	"cryptic_threeprime"	0.071	"."	"chr21:46234446-46237829"	"chr21:46235446-46236829"	"chr21:46236329-46237329"	"ENSG00000160294.11"	92.45420275	1.590430168	0
"241"	"MED13L"	"MDS_K700E"	"chr12"	115975349	115975515	2	"clu_7937_-"	2	"chr12:115975313-115975515"	"<i>MED13L</i>"	"annotated"	0.000154	"ENSG00000136270.13"	"annotated"	0.194	"ENST00000552447.1"	"chr12:115974349-115976515"	"chr12:115975349-115975515"	"chr12:115975015-115976015"	"ENSG00000123066.9"	268.3965875	54.65175205	0
"242"	"MED13L"	"Nalm_K700E"	"chr12"	115975349	115975515	2	"clu_3057_-"	2	"chr12:115975313-115975515"	"<i>MED13L</i>"	"annotated"	0.029	"ENSG00000162604.12"	"annotated"	0.265	"ENST00000650226.1"	"chr12:115974349-115976515"	"chr12:115975349-115975515"	"chr12:115975015-115976015"	"ENSG00000123066.9"	115.8583681	2.135597998	0
"243"	"MED6"	"MDS_K700E"	"chr14"	70593009	70593296	2	"clu_2113_-"	2	"chr14:70592988-70593296"	"<i>MED6</i>"	"annotated"	0.000163	"ENSG00000136270.13"	"annotated"	0.231	"ENST00000430055.6"	"chr14:70592009-70594296"	"chr14:70593009-70593296"	"chr14:70592796-70593796"	"ENSG00000133997.12"	33.90717193	9.019254187	0
"244"	"MED6"	"Nalm_K700E"	"chr14"	70593009	70593296	2	"clu_4196_-"	2	"chr14:70592988-70593296"	"<i>MED6</i>"	"annotated"	0.00118	"ENSG00000133997.12"	"annotated"	0.207	"ENST00000430055.6"	"chr14:70592009-70594296"	"chr14:70593009-70593296"	"chr14:70592796-70593796"	"ENSG00000133997.12"	31.7998407	1.063821065	0
"245"	"MFN1"	"MDS_K700E"	"chr3"	179347810	179348848	2	"clu_23923_+"	2	"chr3:179347810-179348848"	"<i>MFN1</i>"	"cryptic"	0.0234	"ENSG00000108848.15"	"cryptic_threeprime"	0.208	"."	"chr3:179346810-179349848"	"chr3:179347810-179348848"	"chr3:179348348-179349348"	"ENSG00000171109.19"	58.57505896	15.23181327	0
"246"	"MFN1"	"Nalm_K700E"	"chr3"	179347810	179348848	2	"clu_9855_+"	2	"chr3:179347810-179348848"	"<i>MFN1</i>"	"cryptic"	0.0214	"ENSG00000167978.17"	"cryptic_threeprime"	0.206	"."	"chr3:179346810-179349848"	"chr3:179347810-179348848"	"chr3:179348348-179349348"	"ENSG00000171109.19"	56.81188272	2.947895413	0
"247"	"MFSD9"	"MDS_K700E"	"chr2"	102732426	102736646	2	"clu_6849_-"	2	"chr2:102732409-102736646"	"<i>MFSD9</i>"	"annotated"	0.00123	"ENSG00000135341.17"	"annotated"	0.883	"ENST00000462099.1"	"chr2:102731426-102737646"	"chr2:102732426-102736646"	"chr2:102736146-102737146"	"ENSG00000135953.11"	15.89166266	3.017669669	0
"248"	"MFSD9"	"Nalm_K700E"	"chr2"	102732426	102736646	2	"clu_8413_-"	2	"chr2:102732409-102736646"	"<i>MFSD9</i>"	"annotated"	0.000883	"ENSG00000135953.11"	"annotated"	0.717	"ENST00000462099.1"	"chr2:102731426-102737646"	"chr2:102732426-102736646"	"chr2:102736146-102737146"	"ENSG00000135953.11"	34.62355084	1.815087842	0
"249"	"MICAL1"	"MDS_K700E"	"chr6"	109445952	109446136	2	"clu_25724_-"	5	"chr6:109445862-109446136"	"<i>MICAL1</i>"	"cryptic"	3.74e-13	"ENSG00000068831.18"	"cryptic_threeprime"	0.056	"."	"chr6:109444952-109447136"	"chr6:109445952-109446136"	"chr6:109445636-109446636"	"ENSG00000135596.18"	83.0628758	24.35990225	0
"250"	"MICAL1"	"MDS_K700E"	"chr6"	109445875	109446136	2	"clu_25724_-"	5	"chr6:109445862-109446136"	"<i>MICAL1</i>"	"cryptic"	3.74e-13	"ENSG00000068831.18"	"cryptic_threeprime"	0.371	"."	"chr6:109444875-109447136"	"chr6:109445875-109446136"	"chr6:109445636-109446636"	"ENSG00000135596.18"	83.0628758	24.35990225	0
"251"	"MICAL1"	"Nalm_K700E"	"chr6"	109445875	109446136	2	"clu_11567_-"	3	"chr6:109445862-109446136"	"<i>MICAL1</i>"	"cryptic"	1.48e-05	"ENSG00000135596.18"	"cryptic_threeprime"	0.347	"."	"chr6:109444875-109447136"	"chr6:109445875-109446136"	"chr6:109445636-109446636"	"ENSG00000135596.18"	53.54197601	1.605299231	0
"252"	"MICAL1"	"Nalm_K700E"	"chr6"	109445952	109446136	2	"clu_11567_-"	3	"chr6:109445862-109446136"	"<i>MICAL1</i>"	"cryptic"	1.48e-05	"ENSG00000135596.18"	"cryptic_threeprime"	0.149	"."	"chr6:109444952-109447136"	"chr6:109445952-109446136"	"chr6:109445636-109446636"	"ENSG00000135596.18"	53.54197601	1.605299231	0
"253"	"MRPS9"	"MDS_K700E"	"chr2"	105097324	105099649	2	"clu_28299_+"	2	"chr2:105097324-105099670"	"<i>MRPS9</i>"	"cryptic"	0.00754	"ENSG00000058272.16"	"cryptic_threeprime"	0.053	"."	"chr2:105096324-105100649"	"chr2:105097324-105099649"	"chr2:105099149-105100149"	"ENSG00000135972.9"	24.68565249	5.027993469	0
"254"	"MRPS9"	"Nalm_K700E"	"chr2"	105097324	105099649	2	"clu_7864_+"	2	"chr2:105097324-105099670"	"<i>MRPS9</i>"	"cryptic"	0.0161	"ENSG00000110713.17"	"cryptic_threeprime"	0.067	"."	"chr2:105096324-105100649"	"chr2:105097324-105099649"	"chr2:105099149-105100149"	"ENSG00000135972.9"	25.36097054	0.446300024	0
"255"	"MTERF2"	"K562_K700E"	"chr12"	106985215	106986969	3	"clu_1381_-"	2	"chr12:106985215-106986969"	"<i>MTERF2</i>"	"annotated"	0.00229	"ENSG00000100023.20"	"annotated"	0.768	"ENST00000392830.6"	"chr12:106984215-106987969"	"chr12:106985215-106986969"	"chr12:106986469-106987469"	"ENSG00000120832.10"	6.522824045	0.556899289	0
"256"	"MTERF2"	"MDS_K700E"	"chr12"	106985215	106986969	3	"clu_7848_-"	2	"chr12:106985215-106986969"	"<i>MTERF2</i>"	"annotated"	0.00771	"ENSG00000173744.17"	"annotated"	0.599	"ENST00000392830.6"	"chr12:106984215-106987969"	"chr12:106985215-106986969"	"chr12:106986469-106987469"	"ENSG00000120832.10"	4.558264235	0.872383296	0
"257"	"MTERF2"	"Nalm_K700E"	"chr12"	106985215	106986969	3	"clu_3012_-"	2	"chr12:106985215-106986969"	"<i>MTERF2</i>"	"annotated"	0.00205	"ENSG00000120832.10"	"annotated"	0.614	"ENST00000392830.6"	"chr12:106984215-106987969"	"chr12:106985215-106986969"	"chr12:106986469-106987469"	"ENSG00000120832.10"	4.250473757	0.811931938	0
"258"	"MYL4"	"K562_K700E"	"chr17"	47223057	47223496	2	"clu_2570_+"	2	"chr17:47223057-47223509"	"<i>MYL4</i>"	"cryptic"	0.00211	"ENSG00000126453.10"	"cryptic_threeprime"	0.549	"."	"chr17:47222057-47224496"	"chr17:47223057-47223496"	"chr17:47222996-47223996"	"ENSG00000198336.9"	131.9238574	3.828519542	0
"259"	"MYL4"	"MDS_K700E"	"chr17"	47223057	47223496	2	"clu_16859_+"	2	"chr17:47223057-47223509"	"<i>MYL4</i>"	"cryptic"	2.3e-05	"ENSG00000119969.14"	"cryptic_threeprime"	0.489	"."	"chr17:47222057-47224496"	"chr17:47223057-47223496"	"chr17:47222996-47223996"	"ENSG00000198336.9"	9.209332134	4.226619691	0
"260"	"MZB1"	"MDS_K700E"	"chr5"	139388601	139389327	2	"clu_20147_-"	9	"chr5:139388131-139389680"	"<i>MZB1</i>"	"cryptic"	0.0253	"ENSG00000204084.12"	"novel annotated pair"	0.083	"."	"chr5:139387601-139390327"	"chr5:139388601-139389327"	"chr5:139388827-139389827"	"ENSG00000170476.16"	38.53067332	20.86627517	0
"261"	"MZB1"	"Nalm_K700E"	"chr5"	139388601	139389327	2	"clu_11242_-"	8	"chr5:139388131-139389680"	"<i>MZB1</i>"	"cryptic"	8.1e-09	"ENSG00000170476.16"	"novel annotated pair"	0.095	"."	"chr5:139387601-139390327"	"chr5:139388601-139389327"	"chr5:139388827-139389827"	"ENSG00000170476.16"	113.281585	5.010699294	0
"262"	"NAA16"	"MDS_K700E"	"chr13"	41372830	41373768	2	"clu_2381_+"	2	"chr13:41372830-41373768"	"<i>NAA16</i>"	"annotated"	0.00562	"ENSG00000211896.7"	"annotated"	0.522	"ENST00000477452.1"	"chr13:41371830-41374768"	"chr13:41372830-41373768"	"chr13:41373268-41374268"	"ENSG00000172766.19"	78.78645599	21.81948405	0
"263"	"NAA16"	"Nalm_K700E"	"chr13"	41372830	41373768	2	"clu_3736_+"	2	"chr13:41372830-41373768"	"<i>NAA16</i>"	"annotated"	0.0125	"ENSG00000185811.20"	"annotated"	0.478	"ENST00000477452.1"	"chr13:41371830-41374768"	"chr13:41372830-41373768"	"chr13:41373268-41374268"	"ENSG00000172766.19"	37.7024054	1.03325869	0
"264"	"NAP1L4"	"MDS_K700E"	"chr11"	2972279	2976024	2	"clu_21271_-"	2	"chr11:2972243-2976024"	"<i>NAP1L4</i>"	"annotated"	0.0248	"ENSG00000243478.9"	"annotated"	0.094	"ENST00000448187.5+ENST00000455338.6+ENST00000529361.5"	"chr11:2971279-2977024"	"chr11:2972279-2976024"	"chr11:2975524-2976524"	"ENSG00000205531.13"	249.191239	29.66398625	0
"265"	"NAP1L4"	"Nalm_K700E"	"chr11"	2972279	2976024	2	"clu_2007_-"	2	"chr11:2972243-2976024"	"<i>NAP1L4</i>"	"annotated"	0.0201	"ENSG00000171204.13"	"annotated"	0.113	"ENST00000448187.5+ENST00000455338.6+ENST00000529361.5"	"chr11:2971279-2977024"	"chr11:2972279-2976024"	"chr11:2975524-2976524"	"ENSG00000205531.13"	280.791861	7.292729907	0
"266"	"NAT9"	"MDS_K700E"	"chr17"	74771844	74771960	2	"clu_9972_-"	2	"chr17:74771844-74771960"	"<i>NAT9</i>"	"cryptic"	6.6e-05	"ENSG00000173960.13"	"cryptic_threeprime"	0.099	"."	"chr17:74770844-74772960"	"chr17:74771844-74771960"	"chr17:74771460-74772460"	"ENSG00000109065.12"	34.24304748	7.515660731	0
"267"	"NAT9"	"Nalm_K700E"	"chr17"	74771844	74771960	2	"clu_5960_-"	2	"chr17:74771844-74771960"	"<i>NAT9</i>"	"cryptic"	0.00741	"ENSG00000176915.15"	"cryptic_threeprime"	0.121	"."	"chr17:74770844-74772960"	"chr17:74771844-74771960"	"chr17:74771460-74772460"	"ENSG00000109065.12"	48.30015244	1.624463155	0
"268"	"NDRG3"	"BRCA_K700E"	"chr20"	36653723	36656360	3	"clu_11112_-"	3	"chr20:36653701-36656360"	"<i>NDRG3</i>"	"cryptic"	0.00317	"ENSG00000101079.21"	"cryptic_threeprime"	0.226	"."	"chr20:36652723-36657360"	"chr20:36653723-36656360"	"chr20:36655860-36656860"	"ENSG00000101079.21"	54.8544225	23.65795558	0
"269"	"NDRG3"	"MDS_K700E"	"chr20"	36653723	36656360	3	"clu_10341_-"	2	"chr20:36653701-36656360"	"<i>NDRG3</i>"	"cryptic"	3.19e-05	"ENSG00000174501.14"	"cryptic_threeprime"	0.206	"."	"chr20:36652723-36657360"	"chr20:36653723-36656360"	"chr20:36655860-36656860"	"ENSG00000101079.21"	42.21841429	8.956699799	0
