Patient	Gene	ENSG.ID	logFC	logCPM	F	PValue	FDR
P2	IFNAR1	ENSG00000142166.13	-0.024369418	6.286108716	0.130793727	0.720962214	0.78379179
P2	AC090515.2	ENSG00000245975.2	0.077026541	-0.2911588	0.13059657	0.721163241	0.78397134
P2	P2RY2	ENSG00000175591.12	-0.155825876	-2.48574009	0.130276554	0.721489904	0.784287444
P2	MYLPF	ENSG00000180209.12	-0.237719303	-2.79841851	0.130118081	0.721651838	0.784424458
P2	IRF9	ENSG00000213928.9	0.197321613	-2.664184857	0.129928346	0.721845864	0.784578427
P2	AL513283.1	ENSG00000228536.3	0.076511385	3.042203532	0.129909367	0.721865281	0.784578427
P2	AC104316.2	ENSG00000259631.1	0.196421467	-2.549749407	0.129593103	0.722189082	0.784891326
P2	AC090115.1	ENSG00000257735.1	-0.046846003	0.699360955	0.129513454	0.722270699	0.784905504
P2	AL353743.2	ENSG00000230303.6	0.195666902	-2.858083605	0.12951028	0.722273952	0.784905504
P2	ST7-AS1	ENSG00000227199.1	-0.197362778	-2.31549178	0.129425777	0.722360576	0.78496061
P2	RNF207	ENSG00000158286.13	-0.046495163	2.035485274	0.129284148	0.722505832	0.78507942
P2	AL049869.3	ENSG00000259116.2	-0.116548363	-1.548881869	0.129219823	0.722571834	0.785112106
P2	CACNA1I	ENSG00000100346.18	0.207174887	-2.162528944	0.128911114	0.722888851	0.785379254
P2	AL359715.1	ENSG00000233967.7	-0.046230272	3.154412416	0.128910413	0.722889571	0.785379254
P2	AC090518.1	ENSG00000260392.6	-0.049636758	2.422415922	0.128713647	0.723091858	0.785559978
P2	AC119674.1	ENSG00000260971.4	-0.133485481	-0.596654207	0.128440381	0.723373082	0.785778668
P2	GEMIN5	ENSG00000082516.9	0.027805592	4.935391061	0.128425843	0.723388052	0.785778668
P2	AC233723.1	ENSG00000262165.2	0.130172065	-1.446517251	0.128413256	0.723401014	0.785778668
P2	RXFP4	ENSG00000173080.6	0.078011273	-0.012079808	0.12833066	0.723486093	0.785832027
P2	LINC00482	ENSG00000185168.6	-0.339325876	-3.770321878	0.128770674	0.723536582	0.785847812
P2	AC017015.2	ENSG00000242190.1	-0.272326047	-3.082140139	0.12821655	0.723603684	0.785881639
P2	FASTKD1	ENSG00000138399.18	-0.024617717	4.658081455	0.127992136	0.723835115	0.786093927
P2	PPP2R5B	ENSG00000068971.14	0.030906874	4.133595083	0.127939797	0.723889123	0.786113519
P2		ENSG00000286632.1	-0.179337037	-2.271490159	0.127830946	0.724001488	0.786196478
P2	AC024224.2	ENSG00000256803.1	-0.232397755	-3.136943728	0.128055941	0.724087775	0.786251113
P2	B4GALNT4	ENSG00000182272.12	-0.043237802	1.02362826	0.127701569	0.72413511	0.786263449
P2	TPM2	ENSG00000198467.16	0.088830702	7.984172315	0.127516274	0.724326619	0.786432319
P2	AL445228.2	ENSG00000271387.1	0.295364513	-3.057606165	0.127465732	0.724378884	0.786449997
P2	FITM1	ENSG00000139914.7	0.223202895	-3.173787862	0.127311661	0.724538277	0.786583975
P2	DPY19L1	ENSG00000173852.16	-0.02299866	6.644217649	0.12723573	0.724616871	0.786630226
P2	LANCL1	ENSG00000115365.12	-0.055288606	1.677972135	0.127044508	0.724814919	0.786779491
P2	POGZ	ENSG00000143442.22	0.016068845	6.861280189	0.127033461	0.724826366	0.786779491
P2	AC234775.2	ENSG00000237682.2	-0.164195483	-2.595089949	0.126836925	0.725030102	0.786961557
P2	PNLDC1	ENSG00000146453.13	-0.162892271	-2.035292123	0.126719705	0.725151702	0.787025388
P2	NTMT1	ENSG00000148335.15	0.039896789	3.686091914	0.126710813	0.725160929	0.787025388
P2	AC007298.2	ENSG00000257878.2	0.122282736	-2.374257269	0.126611496	0.725264011	0.787098179
P2	MCCD1	ENSG00000204511.3	0.173561231	-2.363438299	0.12623677	0.725653354	0.787481613
P2	TSPEAR	ENSG00000175894.18	0.22954935	-2.507745938	0.126016302	0.725882727	0.787688267
P2	AC007950.2	ENSG00000276651.1	0.147484901	-2.276581039	0.125984472	0.725915862	0.787688267
P2		ENSG00000286909.1	-0.130637978	-1.634113383	0.125914261	0.725988966	0.787728484
P2	TSIX	ENSG00000270641.1	-0.103575645	-0.721658314	0.125631068	0.726284067	0.787985336
P2	AL365440.1	ENSG00000231434.1	-0.375031238	-3.645105371	0.125617904	0.726297794	0.787985336
P2	CTTNBP2	ENSG00000077063.11	0.164275551	-1.586898205	0.125462062	0.726460358	0.788122585
P2	BEX3	ENSG00000166681.14	-0.071268207	5.179393447	0.125369706	0.726556753	0.788166162
P2	GALNT16	ENSG00000100626.17	0.081430226	2.804176713	0.125354478	0.72657265	0.788166162
P2	TIGD3	ENSG00000173825.7	-0.270885495	-3.404536736	0.125124532	0.72681284	0.788387585
P2	AL160236.2	ENSG00000258892.1	0.088907896	-1.096719782	0.124897247	0.727050496	0.788606236
P2	AL133352.1	ENSG00000255339.6	-0.055985458	0.409151007	0.124827554	0.727123419	0.788646193
P2	SMAP1	ENSG00000112305.15	-0.030486371	5.884729464	0.124731354	0.727224114	0.788708511
P2	AC093580.1	ENSG00000233290.3	-0.19674047	-2.310211268	0.124703719	0.727253048	0.788708511
P2	CCDC117	ENSG00000159873.10	0.026394329	4.972833756	0.124304804	0.727671124	0.789122759
P2	AC112907.3	ENSG00000263826.1	-0.186330224	-2.850955504	0.124185273	0.727796544	0.789219611
P2	AC147651.1	ENSG00000223855.3	-0.099671741	-0.697777222	0.123834919	0.728164551	0.789579501
P2	DAP3P1	ENSG00000225082.2	-0.070315927	-0.237993165	0.123740216	0.728264127	0.789648299
P2	CYP3A43	ENSG00000021461.18	0.210145109	-2.611984983	0.123493992	0.72852322	0.789890044
P2		ENSG00000286324.1	0.26588833	-2.427609049	0.122820987	0.729232894	0.790610685
P2	RF00003	ENSG00000278099.1	-0.211456874	-2.279130879	0.122795113	0.729260222	0.790610685
P2	LINC00992	ENSG00000248663.7	-0.212291311	-2.794927707	0.122702257	0.729358321	0.790677817
P2	AC022210.1	ENSG00000213399.3	0.18724658	-2.630553868	0.122658085	0.729405002	0.790689203
P2	COIL	ENSG00000121058.5	-0.025458503	3.848333746	0.12242122	0.72965548	0.790896655
P2	HIST1H2BPS3	ENSG00000226908.1	0.437987701	-4.39249643	0.122872844	0.729668748	0.790896655
P2	AL121983.2	ENSG00000227373.6	0.175757731	-2.838210139	0.122260371	0.72982573	0.791027581
P2	AC026803.1	ENSG00000260366.1	0.190243135	-3.190401339	0.122110808	0.729984148	0.791160048
P2	PRSS38	ENSG00000185888.5	0.282101306	-3.39478893	0.122011181	0.730089734	0.791200249
P2	RNU4-69P	ENSG00000222609.1	-0.162318613	-2.891555496	0.122007495	0.730093641	0.791200249
P2	S100P	ENSG00000163993.7	-0.148706184	-1.810765126	0.121915713	0.730190958	0.791266478
P2	LPCAT4	ENSG00000176454.15	0.034609026	3.799266863	0.121488323	0.730644664	0.791718878
P2	GTF3C3	ENSG00000119041.11	-0.02969058	5.391106445	0.121333436	0.730809309	0.791858027
P2	AC021086.1	ENSG00000247877.7	-0.08936823	-1.396866839	0.121169071	0.730984159	0.792008219
P2	PPP6R2	ENSG00000100239.16	0.018252896	6.327383128	0.120965388	0.731201021	0.792203912
P2		ENSG00000287400.1	0.210889819	-2.455470193	0.12060385	0.731586459	0.792577518
P2	LINC02518	ENSG00000232316.2	0.133287955	-1.822030662	0.12057393	0.731618386	0.792577518
P2	AL136418.1	ENSG00000257831.1	-0.073175825	-0.621508357	0.120215514	0.732001189	0.792952914
P2	EDNRA	ENSG00000151617.17	0.035056482	3.578856963	0.1201096	0.732114433	0.793036281
P2	FAM71F2	ENSG00000205085.13	-0.032508572	3.005397474	0.119907895	0.732330253	0.793230747
P2	CCND2-AS1	ENSG00000255920.4	-0.09013384	-0.471464314	0.119854326	0.732387604	0.793253555
P2		ENSG00000289421.1	0.053927645	1.162079954	0.11979608	0.73244998	0.793281802
P2	NOVA2	ENSG00000104967.8	-0.218305645	-1.733734424	0.119392718	0.732882407	0.793710812
P2		ENSG00000286875.1	-0.141534416	-1.789321533	0.119342162	0.732936665	0.793730242
P2	AC092375.1	ENSG00000257408.2	-0.262646246	-3.330948167	0.118987107	0.733318075	0.794103941
P2	AF131216.4	ENSG00000280273.2	0.091329505	-0.090039248	0.118738638	0.733585369	0.794320729
P2	CYP2W1	ENSG00000073067.14	0.091577268	-1.410090027	0.118733448	0.733590955	0.794320729
P2	KANK3	ENSG00000186994.12	0.07326075	-0.163786342	0.11819443	0.734171905	0.794910391
P2	DPYS	ENSG00000147647.13	0.14084571	-1.324380005	0.117946144	0.734440007	0.795161282
P2	PRADC1P1	ENSG00000236165.1	-0.295756001	-3.386898062	0.11718159	0.735267575	0.796014105
P2	NBPF21P	ENSG00000231382.1	-0.240316041	-2.608825966	0.117151186	0.735300547	0.796014105
P2		ENSG00000288956.1	0.139866302	-2.183661798	0.11700846	0.735455394	0.796142303
P2	AC068473.1	ENSG00000178412.4	0.114841829	-1.177606063	0.11688128	0.735593464	0.796252328
P2	AC008494.2	ENSG00000249791.1	0.376640225	-3.698427524	0.116624424	0.735872572	0.796483761
P2	MTMR2	ENSG00000087053.20	-0.021095948	6.666381552	0.116617453	0.735880151	0.796483761
P2	UBA52	ENSG00000221983.8	0.092233377	-1.08696362	0.116483712	0.736025619	0.796601759
P2	AC241585.1	ENSG00000223612.3	0.098681994	-1.208885986	0.116345477	0.736176073	0.796725142
P2		ENSG00000287205.1	-0.127960151	-1.63514317	0.116282425	0.736244733	0.796759996
P2	HMGXB3	ENSG00000113716.13	0.02061805	6.705353029	0.115925112	0.736634214	0.79714202
P2		ENSG00000289289.1	-0.18484522	-2.866829296	0.115848363	0.73671796	0.797159754
P2	GTPBP4	ENSG00000107937.19	0.034265098	5.607956894	0.115812931	0.736756633	0.797159754
P2	SMIM32	ENSG00000271824.2	-0.087722147	-0.847477219	0.115809826	0.736760022	0.797159754
P2		ENSG00000286430.1	0.225857727	-3.053879303	0.115760348	0.736814038	0.797178735
P2	OGT	ENSG00000147162.14	-0.020382479	7.939271496	0.115590626	0.736999423	0.797339837
P2	PRPF18	ENSG00000165630.14	-0.04197279	2.784288823	0.115355851	0.737256116	0.797578066
P2	MRGBP	ENSG00000101189.7	0.023581012	4.045668985	0.115269963	0.737350096	0.797640254
P2	ZNF638	ENSG00000075292.19	-0.025434952	7.493896704	0.115082633	0.73755521	0.797822652
P2	PPP1R27	ENSG00000182676.5	-0.194071227	-2.718973232	0.114867235	0.737791289	0.798000214
P2	DLX2-AS1	ENSG00000236651.1	0.112133052	-1.957053817	0.114866237	0.737792383	0.798000214
P2		ENSG00000286229.1	0.139522433	-2.402346214	0.114731479	0.737940205	0.798120602
P2	GAK	ENSG00000178950.18	-0.018420291	6.515595234	0.114656648	0.738022333	0.7981641
P2	TBC1D3G	ENSG00000260287.4	0.289827543	-3.677601111	0.114607291	0.738076519	0.7981641
P2	AP000320.1	ENSG00000225555.2	-0.274071084	-3.265228267	0.114595031	0.738089981	0.7981641
P2	HTR2C	ENSG00000147246.10	0.139318995	-1.796239231	0.114144994	0.738584684	0.798659551
P2	SAP30L	ENSG00000164576.12	-0.031112731	5.071107639	0.113969392	0.738778011	0.798807247
P2	CKM	ENSG00000104879.5	0.188862424	-2.609338248	0.113954541	0.738794367	0.798807247
P2	GRWD1	ENSG00000105447.13	-0.031918734	4.79749549	0.113698013	0.739077108	0.799073424
P2	AC122685.1	ENSG00000258763.5	-0.140655477	-2.501633364	0.113649134	0.739131023	0.799092186
P2	AC114801.2	ENSG00000248926.1	-0.159451565	-2.683065069	0.113601283	0.739183815	0.799109732
P2	ING3	ENSG00000071243.16	0.031675204	3.665874678	0.113022383	0.739823487	0.799761704
P2	VPS4B	ENSG00000119541.10	-0.02216046	5.840122414	0.112890182	0.739969823	0.799845711
P2	LPCAT2	ENSG00000087253.13	-0.03478381	6.728245575	0.112886057	0.73997439	0.799845711
P2	PLXNB2	ENSG00000196576.16	-0.026001574	8.751714758	0.112805921	0.740063143	0.799902085
P2	LINC02227	ENSG00000276778.1	-0.354787082	-4.012089602	0.112739189	0.740137077	0.799942437
P2	KRT8P14	ENSG00000214282.3	0.071468175	-0.580466642	0.11252928	0.740369801	0.800154397
P2	RALGDS	ENSG00000160271.16	-0.057092625	0.168955184	0.112443054	0.740465468	0.80021822
P2		ENSG00000289332.1	0.127222944	-1.684713951	0.112268893	0.740658825	0.800387604
P2	LINC01649	ENSG00000228127.3	-0.246436454	-2.859069283	0.112192391	0.740743812	0.800439867
P2	AC102953.1	ENSG00000225981.2	-0.115887475	-1.706231614	0.112013384	0.740942799	0.800615307
P2	AC244034.2	ENSG00000261000.1	-0.217265644	-3.187753441	0.11195272	0.741010274	0.800642899
P2	AL162412.1	ENSG00000261447.1	0.28002922	-3.206002195	0.111924563	0.7410416	0.800642899
P2	C4orf51	ENSG00000237136.8	-0.07237637	-0.242884428	0.111817375	0.74116089	0.800689301
P2	EHD3	ENSG00000013016.16	0.028795511	5.567015321	0.111813343	0.741165379	0.800689301
P2	ZNF169	ENSG00000175787.17	0.031106673	2.802517256	0.111787228	0.741194452	0.800689301
P2	GALK2	ENSG00000156958.15	-0.032500213	6.194343839	0.111584058	0.74142077	0.800887001
P2	AHNAK	ENSG00000124942.14	-0.02784751	12.1883411	0.11155716	0.741450749	0.800887001
P2	FSCN3	ENSG00000106328.10	0.23851415	-3.599180981	0.111521288	0.741490737	0.800888687
P2	NCF1C	ENSG00000165178.9	-0.257253916	-3.349715021	0.111490022	0.741525598	0.800888687
P2	AC073636.1	ENSG00000227098.2	0.36955565	-4.235036192	0.111321745	0.74171331	0.801021716
P2	FAM177B	ENSG00000197520.11	-0.132151177	-1.960212389	0.111313898	0.741722067	0.801021716
P2	AC009269.3	ENSG00000259624.1	-0.212339963	-2.837172356	0.111079035	0.741984329	0.801265354
P2	USF1	ENSG00000158773.14	-0.023220586	3.882213741	0.111009942	0.742061542	0.801309143
P2	FAM86B2	ENSG00000145002.13	-0.078562065	-0.010380231	0.110638604	0.742476978	0.801718138
P2	HEPACAM	ENSG00000165478.7	0.279360675	-2.395626289	0.110342365	0.742808954	0.802036978
P2		ENSG00000289288.1	0.123525186	-1.678875997	0.110035608	0.743153241	0.802369078
P2	CNKSR1	ENSG00000142675.18	0.148661605	-1.780846442	0.109734129	0.743492127	0.802632616
P2	NUS1P1	ENSG00000235636.1	0.10305897	-0.832960852	0.109729588	0.743497235	0.802632616
P2	PELP1	ENSG00000141456.16	-0.04926439	4.284414201	0.109720463	0.743507501	0.802632616
P2	AL590648.3	ENSG00000237980.2	-0.236829783	-3.42719756	0.109668158	0.743566353	0.802656502
P2	RPL23AP3	ENSG00000214914.3	-0.323925811	-3.125815563	0.109587475	0.743657164	0.802714885
P2	PXT1	ENSG00000179165.12	0.128121953	-2.063000841	0.109364079	0.743908801	0.802946849
P2	AC024909.2	ENSG00000274021.1	0.182691022	-3.370482788	0.108620607	0.744748324	0.803813302
P2	TBRG4	ENSG00000136270.14	-0.023749047	5.059975718	0.108507252	0.744876605	0.803879819
P2	ACTL7A	ENSG00000187003.7	0.24697394	-3.474313154	0.10849311	0.744892614	0.803879819
P2	AL135934.1	ENSG00000254669.1	-0.133016827	-2.516718734	0.108468659	0.744920296	0.803879819
P2	AANAT	ENSG00000129673.10	-0.167222732	-2.941761159	0.10793468	0.745525708	0.804493427
P2	HCG18	ENSG00000231074.10	-0.089732452	-0.88792875	0.107761066	0.745722907	0.804666495
P2		ENSG00000285649.1	0.170062308	-2.614439403	0.107518972	0.745998182	0.804923789
P2	DHX37	ENSG00000150990.9	-0.024169008	4.990469567	0.107352023	0.746188214	0.805089085
P2	SULF2	ENSG00000196562.15	0.059767391	5.906909564	0.107302195	0.746244963	0.805110569
P2	MANEA-AS1	ENSG00000261366.1	-0.086386995	0.115190808	0.10708912	0.7464878	0.805332808
P2	SERPINI1	ENSG00000163536.13	-0.064908883	0.746548204	0.107008429	0.746579832	0.80539234
P2	MFSD9	ENSG00000135953.11	0.026312696	2.829574984	0.106283263	0.747408653	0.806246658
P2	BIRC6	ENSG00000115760.15	0.028824581	8.477924034	0.106106058	0.747611665	0.806425849
P2	ANKRD26P3	ENSG00000237636.3	0.192656431	-3.477002933	0.105931358	0.747811993	0.806590146
P2	RNU6-45P	ENSG00000207200.1	-0.238494027	-3.698260197	0.105908873	0.747837789	0.806590146
P2	TIMM23	ENSG00000265354.4	0.01735306	5.516205479	0.105831849	0.747926179	0.806620005
P2	AL359091.2	ENSG00000228510.2	-0.138443612	-2.428819093	0.105820431	0.747939286	0.806620005
P2	NBPF3	ENSG00000142794.19	-0.029354119	4.347749827	0.10570242	0.74807479	0.806726334
P2	ELMOD3	ENSG00000115459.18	-0.02676568	4.700949513	0.105529888	0.748273049	0.806889743
P2	SPDEF	ENSG00000124664.11	-0.134005755	-2.051576166	0.105506311	0.748300156	0.806889743
P2	MIER1	ENSG00000198160.15	-0.022582899	7.050612177	0.105418191	0.748401497	0.806959207
P2	DNAJC17	ENSG00000104129.10	-0.023000789	3.766327079	0.105246769	0.748598774	0.807060978
P2	FP236241.1	ENSG00000277991.4	0.213591836	-2.99566515	0.10524156	0.748604772	0.807060978
P2	CICP18	ENSG00000217929.4	-0.204102719	-3.531184125	0.105211339	0.74863957	0.807060978
P2	EMILIN3	ENSG00000183798.5	0.115449468	-1.110969156	0.10520785	0.748643588	0.807060978
P2	PIP4K2A	ENSG00000150867.14	-0.019946798	7.322868943	0.10473042	0.749194082	0.807614592
P2	AL354855.1	ENSG00000285287.1	-0.205252112	-3.506084522	0.104404113	0.749571127	0.807927923
P2	SRSF9	ENSG00000111786.9	-0.044790047	4.672050115	0.104393297	0.749583636	0.807927923
P2	CALU	ENSG00000128595.17	-0.019792627	9.961948014	0.104354014	0.749629073	0.807927923
P2	LRRTM4	ENSG00000176204.14	-0.139275967	-1.9717639	0.104350956	0.749632612	0.807927923
P2	CDIPT-AS1	ENSG00000214725.9	0.272257247	-3.640723233	0.104237231	0.74976421	0.80802991
P2	PROZ	ENSG00000126231.15	-0.053931024	0.213750785	0.104098879	0.749924414	0.808162713
P2	AC128709.2	ENSG00000235126.1	0.182763742	-3.054844617	0.103995995	0.750043624	0.808251328
P2	AP003392.6	ENSG00000272186.1	-0.348558775	-3.710915054	0.103873665	0.75018545	0.808364305
P2	CACNB1	ENSG00000067191.16	0.029026267	3.185044228	0.103618942	0.750481069	0.808642981
P2	AP000787.1	ENSG00000245552.8	-0.07351093	-0.407233885	0.103544341	0.750567724	0.808696483
P2	AP002414.4	ENSG00000267533.1	-0.199322585	-3.355804508	0.103407292	0.750727006	0.808807901
P2	AC011330.1	ENSG00000249839.1	0.088017222	-1.125966355	0.103391691	0.750745145	0.808807901
P2	AC002524.1	ENSG00000233247.3	0.147656891	-3.44010231	0.103334864	0.75081123	0.808832007
P2	RPL26P6	ENSG00000229659.1	0.104527287	-1.572591293	0.103308811	0.750841535	0.808832007
P2	ARHGEF2	ENSG00000116584.21	-0.025387724	7.653673621	0.103149545	0.751026883	0.808991797
P2	LINC01229	ENSG00000260876.6	-0.188131082	-2.821334697	0.103083541	0.751103742	0.809034714
P2	CHD4	ENSG00000111642.16	-0.096425594	-0.858721131	0.10301377	0.751185019	0.809054575
P2	LRRC59	ENSG00000108829.10	-0.018941093	7.427161838	0.102986724	0.751216532	0.809054575
P2	ADAM8	ENSG00000151651.16	0.052056646	0.290745485	0.102972392	0.751233234	0.809054575
P2		ENSG00000289004.1	-0.171187672	-2.630006653	0.102545214	0.751731627	0.809551438
P2	MCCD1P1	ENSG00000235963.1	-0.33219639	-3.353418285	0.102361423	0.751946411	0.809742843
P2	TTC1	ENSG00000113312.12	-0.02699694	4.857239054	0.102161369	0.752180443	0.809954957
P2	GPC5	ENSG00000179399.15	0.082003136	-0.513944795	0.101931804	0.752449312	0.81020456
P2	AC120024.1	ENSG00000260369.2	0.171442387	-1.97872897	0.101852817	0.752541899	0.810264336
P2	CNOT3	ENSG00000088038.19	0.030992717	5.408741422	0.101539194	0.752909917	0.810620647
P2	RN7SL564P	ENSG00000240606.3	-0.16561917	-1.922516141	0.101416212	0.753054399	0.810736267
P2		ENSG00000288723.1	0.116719381	-1.257041141	0.101191646	0.753318478	0.810949283
P2	AC008740.2	ENSG00000276548.1	-0.364163253	-3.885461379	0.101184855	0.753326468	0.810949283
P2	AC135279.3	ENSG00000277895.1	-0.174392596	-2.79261128	0.101123052	0.753399205	0.810987639
P2	KREMEN1	ENSG00000183762.13	-0.035574643	5.138711475	0.101028888	0.753510074	0.811067037
P2	LINC02310	ENSG00000258808.1	0.138512627	-2.060754371	0.100903796	0.753657447	0.811185716
P2	RBBP6	ENSG00000122257.20	0.029851856	6.198764906	0.100712333	0.753883208	0.811388752
P2	NR2F6	ENSG00000160113.6	-0.027027536	4.890123285	0.100604873	0.754010023	0.811450135
P2	MMGT1	ENSG00000169446.6	0.021578662	5.478811542	0.100573091	0.754047544	0.811450135
P2	AC008575.1	ENSG00000258864.1	0.053534001	0.25504495	0.100564695	0.754057457	0.811450135
P2	AP005264.1	ENSG00000267069.2	-0.169802953	-2.824100638	0.100538194	0.754088749	0.811450135
P2	NRARP	ENSG00000198435.4	0.237329008	-2.873388342	0.100468817	0.75417069	0.81147965
P2	AL157823.2	ENSG00000232909.1	-0.233978247	-3.125587447	0.100452105	0.754190434	0.81147965
P2	SULT1C2	ENSG00000198203.10	-0.10195366	-1.032275341	0.10035673	0.754303144	0.811534209
P2	AL049780.3	ENSG00000279594.1	0.118497922	-1.895447418	0.100346359	0.754315404	0.811534209
P2	AC006213.1	ENSG00000266921.2	-0.112014808	-1.877023367	0.100038076	0.754680144	0.811886652
P2	AC139795.3	ENSG00000272459.1	-0.353447294	-3.244753506	0.099490391	0.755329663	0.812545411
P2		ENSG00000286193.3	0.118659292	-1.77358931	0.099389266	0.755449807	0.812634658
P2	AC139792.1	ENSG00000271771.1	-0.13115023	-2.086061855	0.099320557	0.755531476	0.812682511
P2	AL157756.1	ENSG00000254718.6	0.237614059	-3.464162382	0.099189276	0.755687607	0.81281045
P2	HBQ1	ENSG00000086506.3	-0.17182686	-3.110497009	0.098791599	0.756161257	0.813279879
P2	AC093635.1	ENSG00000272663.1	-0.207408574	-3.458369326	0.098716194	0.756251185	0.813336577
P2	SYT16	ENSG00000139973.18	0.109964421	-1.905852509	0.098542477	0.756458507	0.813506262
P2	HEATR4	ENSG00000187105.9	0.04919318	1.153460577	0.098519363	0.756486107	0.813506262
P2	IGF2BP2	ENSG00000073792.16	0.02172126	7.500338782	0.09848722	0.756524495	0.813506262
P2	RND1	ENSG00000172602.11	0.284289957	-3.269455834	0.098459299	0.756557846	0.813506262
P2	RPL13AP20	ENSG00000234498.3	0.125489077	-1.733443168	0.098167168	0.756907105	0.813808728
P2	AL365255.1	ENSG00000236948.2	0.31742539	-3.848339172	0.098161733	0.756913608	0.813808728
P2	LINC01378	ENSG00000236922.10	-0.18776066	-3.390896143	0.097978107	0.757133444	0.814005044
P2	AC069148.1	ENSG00000273209.1	-0.172819527	-2.379337238	0.097747178	0.757410232	0.814262569
P2	ZNF440	ENSG00000171295.13	0.031223149	3.934662675	0.097083804	0.758207352	0.81507943
P2	AC107220.1	ENSG00000248747.1	0.111517204	-1.542626366	0.097011472	0.758294447	0.815132964
P2	CAMSAP3	ENSG00000076826.10	0.167621041	-2.888440769	0.096971084	0.758343095	0.815140806
P2	PLEKHD1	ENSG00000175985.10	-0.077033502	-0.891553075	0.096943494	0.758376334	0.815140806
P2	AL133523.1	ENSG00000258982.1	-0.041636681	1.626094729	0.096793252	0.758557427	0.815273799
P2	AL663074.1	ENSG00000233069.1	0.108372576	-2.440161597	0.096778953	0.75857467	0.815273799
P2		ENSG00000287110.2	-0.062477606	0.399166916	0.096411039	0.759018824	0.81571104
P2	ZBTB1	ENSG00000126804.14	-0.023720628	3.912237252	0.096227226	0.759241076	0.815909772
P2	AC023509.1	ENSG00000257379.1	-0.045421751	0.939610527	0.0961551	0.759328349	0.815925351
P2	PAM16	ENSG00000217930.8	-0.121998616	-2.503048678	0.096153541	0.759330236	0.815925351
P2	SLC25A4	ENSG00000151729.11	0.027253297	2.966101885	0.096000383	0.759515678	0.816077818
P2	OXT	ENSG00000101405.3	0.129114949	-1.99611699	0.095974688	0.759546805	0.816077818
P2	AC099811.2	ENSG00000267261.5	-0.099342074	-1.43026309	0.095771396	0.759793239	0.816302464
P2	AC005586.1	ENSG00000240449.1	-0.235037647	-3.139991056	0.095621969	0.759974559	0.816457136
P2	CXCL13	ENSG00000156234.8	0.08044512	-1.024283288	0.095387045	0.76025994	0.816723581
P2	SNAPC4	ENSG00000165684.6	0.021572534	4.299256461	0.094940535	0.760803419	0.817263553
P2	TUBA1A	ENSG00000167552.15	0.137183156	-2.372803715	0.094912682	0.760837368	0.817263553
P2	MYO9B	ENSG00000099331.14	0.019131616	7.738097964	0.094832471	0.760935163	0.817328431
P2	ECEL1	ENSG00000171551.12	-0.314792806	-3.893275268	0.094751462	0.761033976	0.817394397
P2	AC026120.1	ENSG00000278399.1	-0.220606687	-3.051540464	0.094213953	0.761690802	0.818058148
P2	ZNF807	ENSG00000248830.1	-0.159051975	-2.904798895	0.094184527	0.76172682	0.818058148
P2	AL356481.1	ENSG00000228395.2	0.080100659	-0.625169227	0.093993361	0.761960958	0.818269394
P2	BLACE	ENSG00000204960.7	-0.228607416	-3.443948064	0.093862108	0.762121865	0.81840198
P2	VPS72	ENSG00000163159.15	-0.025404479	4.351190979	0.09367218	0.762354925	0.818612029
P2	AC005702.1	ENSG00000267318.1	-0.095899573	-1.206837797	0.093636986	0.76239814	0.818618214
P2	C5orf56	ENSG00000197536.11	0.215793613	-3.046966786	0.093510147	0.762553959	0.8187453
P2	AC129492.4	ENSG00000266824.1	0.190292213	-3.402774303	0.093413809	0.762672386	0.818832228
P2	KRT12	ENSG00000187242.6	0.264506301	-3.789346971	0.093364343	0.76273322	0.818857317
P2	DCTN2	ENSG00000175203.17	0.016872953	6.276364031	0.093233777	0.762893877	0.818989566
P2	CISH	ENSG00000114737.16	-0.075386894	0.712357522	0.093176297	0.762964644	0.819025307
P2	MEIG1	ENSG00000197889.10	0.13294067	-2.032903499	0.093086158	0.763075666	0.819104256
P2	MTFR1L	ENSG00000117640.18	-0.029720419	3.618494811	0.093024882	0.763151172	0.819145075
P2	AL391840.1	ENSG00000261970.1	-0.110700899	-1.629218198	0.092869838	0.763342343	0.819310035
P2	FMR1NB	ENSG00000176988.9	0.217313914	-3.330304555	0.092763447	0.763473627	0.819410705
P2	AC021483.1	ENSG00000259548.1	-0.150622629	-2.614660796	0.092714136	0.763534503	0.819431178
P2	AC100821.2	ENSG00000260955.2	0.063373024	-0.574922298	0.092687262	0.763567688	0.819431178
P2	MSH3	ENSG00000113318.11	-0.022300397	6.28757395	0.092615842	0.763655903	0.819466971
P2	COL11A2	ENSG00000204248.12	-0.054246866	0.594276277	0.092599554	0.763676028	0.819466971
P2	Z69706.1	ENSG00000268836.1	0.222786701	-3.299813473	0.092559428	0.763725611	0.819479943
P2	LENG8	ENSG00000167615.17	-0.02194862	6.738212593	0.092432551	0.76388247	0.819593875
P2	AP000936.1	ENSG00000224077.1	0.253807855	-3.636621053	0.092412888	0.763906791	0.819593875
P2	AC116616.1	ENSG00000249875.1	-0.108495724	-1.798264757	0.092299318	0.764047315	0.819685146
P2	AC142086.6	ENSG00000277304.1	0.207928249	-3.358818042	0.092283521	0.764066868	0.819685146
P2	LRRIQ4	ENSG00000188306.7	-0.118916194	-2.096503272	0.092223908	0.764140675	0.819724089
P2	STK11	ENSG00000118046.17	-0.024423088	5.924211667	0.09194161	0.76449054	0.820059154
