"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"gene.y"	"ensemblID"	"chr"	"start"	"end"	"verdict"	"deltapsi"	"transcripts"	"Sample"
"9484"	"clu_12298_+"	4	"chr7:1087244-1091407"	"<i>GPER1</i>"	"cryptic"	0.000805	"GPER1"	"ENSG00000164850.16"	"chr7"	1088321	1091407	"annotated"	-0.052	"ENST00000397088.4+ENST00000397092.5+ENST00000413368.5"	"NALM_6"
"9485"	"clu_12301_+"	5	"chr7:2379511-2380415"	"<i>EIF3B</i>"	"cryptic"	0.0392	"EIF3B"	"ENSG00000165025.15"	"chr7"	2379511	2380181	"cryptic_threeprime"	0.02	"."	"NALM_6"
"9486"	"clu_12301_+"	5	"chr7:2379511-2380415"	"<i>EIF3B</i>"	"cryptic"	0.0392	"EIF3B"	"ENSG00000165025.15"	"chr7"	2379511	2380204	"annotated"	0.004	"ENST00000360876.9+ENST00000475415.5"	"NALM_6"
"9487"	"clu_12301_+"	5	"chr7:2379511-2380415"	"<i>EIF3B</i>"	"cryptic"	0.0392	"EIF3B"	"ENSG00000133454.16"	"chr7"	2379511	2380279	"annotated"	-0.032	"ENST00000397011.2+ENST00000468611.5"	"NALM_6"
"9488"	"clu_12301_+"	5	"chr7:2379511-2380415"	"<i>EIF3B</i>"	"cryptic"	0.0392	"EIF3B"	"ENSG00000133454.16"	"chr7"	2379511	2380284	"cryptic_threeprime"	-0.005	"."	"NALM_6"
"9489"	"clu_12301_+"	5	"chr7:2379511-2380415"	"<i>EIF3B</i>"	"cryptic"	0.0392	"EIF3B"	"ENSG00000133454.16"	"chr7"	2379511	2380415	"cryptic_threeprime"	0.012	"."	"NALM_6"
"9490"	"clu_1232_-"	2	"chr1:156562665-156563134"	"<i>IQGAP3</i>"	"cryptic"	0.00453	"IQGAP3"	"ENSG00000110719.10"	"chr1"	156562665	156563134	"annotated"	-0.392	"ENST00000361170.7+ENST00000491900.1"	"NALM_6"
"9491"	"clu_1232_-"	2	"chr1:156562665-156563134"	"<i>IQGAP3</i>"	"cryptic"	0.00453	"IQGAP3"	"ENSG00000110719.10"	"chr1"	156562674	156563134	"cryptic_threeprime"	0.392	"."	"NALM_6"
"9492"	"clu_12331_+"	3	"chr7:18495854-18496262"	"<i>HDAC9</i>"	"cryptic"	0.0346	"HDAC9"	"ENSG00000164754.16"	"chr7"	18495854	18495958	"cryptic_threeprime"	0.078	"."	"NALM_6"
"9493"	"clu_12331_+"	3	"chr7:18495854-18496262"	"<i>HDAC9</i>"	"cryptic"	0.0346	"HDAC9"	"ENSG00000164754.16"	"chr7"	18495854	18496262	"annotated"	-0.068	"ENST00000405010.7+ENST00000406451.8+ENST00000428307.6+ENST00000430454.5"	"NALM_6"
"9494"	"clu_12331_+"	3	"chr7:18495854-18496262"	"<i>HDAC9</i>"	"cryptic"	0.0346	"HDAC9"	"ENSG00000164754.16"	"chr7"	18496023	18496262	"annotated"	-0.011	"ENST00000413380.5+ENST00000461409.1+ENST00000476135.5+ENST00000622668.4+ENST00000681273.1+ENST00000681950.1+ENST00000686413.1"	"NALM_6"
"9495"	"clu_12341_+"	5	"chr7:23187146-23196680"	"<i>NUP42</i>"	"cryptic"	0.00513	"NUP42"	"ENSG00000161526.15"	"chr7"	23187146	23192977	"cryptic_threeprime"	0.024	"."	"NALM_6"
"9496"	"clu_12341_+"	5	"chr7:23187146-23196680"	"<i>NUP42</i>"	"cryptic"	0.00513	"NUP42"	"ENSG00000161526.15"	"chr7"	23187146	23195839	"annotated"	-0.056	"ENST00000258742.10+ENST00000413919.1+ENST00000437140.5+ENST00000438012.5+ENST00000485250.5+ENST00000486136.5+ENST00000487595.5"	"NALM_6"
"9497"	"clu_12341_+"	5	"chr7:23187146-23196680"	"<i>NUP42</i>"	"cryptic"	0.00513	"NUP42"	"ENSG00000107672.15"	"chr7"	23187146	23196680	"novel annotated pair"	-0.004	"ENST00000258742.10+ENST00000413919.1+ENST00000437140.5+ENST00000438012.5+ENST00000485250.5+ENST00000486136.5"	"NALM_6"
"9498"	"clu_12341_+"	5	"chr7:23187146-23196680"	"<i>NUP42</i>"	"cryptic"	0.00513	"NUP42"	"ENSG00000107672.15"	"chr7"	23193051	23195839	"cryptic_fiveprime"	0.022	"."	"NALM_6"
"9499"	"clu_12341_+"	5	"chr7:23187146-23196680"	"<i>NUP42</i>"	"cryptic"	0.00513	"NUP42"	"ENSG00000107672.15"	"chr7"	23195915	23196680	"annotated"	0.013	"ENST00000258742.10+ENST00000413919.1+ENST00000437140.5+ENST00000438012.5+ENST00000477844.1+ENST00000485250.5+ENST00000486136.5"	"NALM_6"
"9500"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000165458.15"	"chr7"	35801270	35831492	"annotated"	-0.006	"ENST00000350320.11+ENST00000473201.2+ENST00000493626.5+ENST00000672279.1"	"NALM_6"
"9501"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000165458.15"	"chr7"	35801270	35832798	"annotated"	-0.015	"ENST00000350320.11+ENST00000399034.7+ENST00000473201.2+ENST00000475109.5+ENST00000493626.5+ENST00000635047.1+ENST00000635175.1+ENST00000635669.1+ENST00000672279.1"	"NALM_6"
"9502"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000124275.15"	"chr7"	35801270	35863552	"annotated"	-0.011	"ENST00000350320.11+ENST00000399034.7+ENST00000435235.6+ENST00000473201.2+ENST00000475109.5+ENST00000634600.1+ENST00000635047.1+ENST00000635175.1+ENST00000635669.1+ENST00000672279.1"	"NALM_6"
"9503"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000124275.15"	"chr7"	35831496	35832798	"annotated"	-0.009	"ENST00000350320.11+ENST00000473201.2+ENST00000635047.1+ENST00000635175.1+ENST00000635669.1+ENST00000672279.1"	"NALM_6"
"9504"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000124275.15"	"chr7"	35832893	35863552	"annotated"	-0.006	"ENST00000475109.5"	"NALM_6"
"9505"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000124275.15"	"chr7"	35832900	35863552	"annotated"	0.055	"ENST00000350320.11+ENST00000399034.7+ENST00000399035.7+ENST00000425198.1+ENST00000473201.2+ENST00000634600.1+ENST00000635047.1+ENST00000635175.1+ENST00000635669.1+ENST00000672279.1"	"NALM_6"
"9506"	"clu_12360_+"	7	"chr7:35801270-35863552"	"<i>SEPTIN7</i>"	"annotated"	0.00394	"SEPTIN7"	"ENSG00000143321.19"	"chr7"	35838657	35863552	"annotated"	-0.009	"ENST00000635669.1"	"NALM_6"
"9507"	"clu_1238_-"	2	"chr1:156745373-156752229"	"<i>HDGF</i>"	"annotated"	0.00403	"HDGF"	"ENSG00000150787.8"	"chr1"	156745373	156751343	"annotated"	0.052	"ENST00000357325.10+ENST00000469145.5+ENST00000495212.1+ENST00000537739.5"	"NALM_6"
"9508"	"clu_1238_-"	2	"chr1:156745373-156752229"	"<i>HDGF</i>"	"annotated"	0.00403	"HDGF"	"ENSG00000068120.15"	"chr1"	156745373	156752229	"annotated"	-0.052	"ENST00000368206.5+ENST00000471377.5"	"NALM_6"
"9509"	"clu_12399_+"	6	"chr7:50327757-50382540"	"<i>IKZF1</i>"	"cryptic"	0.0136	"IKZF1"	"ENSG00000204261.9"	"chr7"	50327757	50368006	"annotated"	0.068	"ENST00000413698.5+ENST00000492782.6+ENST00000642219.1+ENST00000646110.1"	"NALM_6"
"9510"	"clu_12399_+"	6	"chr7:50327757-50382540"	"<i>IKZF1</i>"	"cryptic"	0.0136	"IKZF1"	"ENSG00000204261.9"	"chr7"	50327757	50376533	"annotated"	-0.038	"ENST00000331340.8+ENST00000349824.8+ENST00000357364.8+ENST00000359197.9+ENST00000439701.2+ENST00000462201.1+ENST00000471793.1"	"NALM_6"
"9511"	"clu_12399_+"	6	"chr7:50327757-50382540"	"<i>IKZF1</i>"	"cryptic"	0.0136	"IKZF1"	"ENSG00000204261.9"	"chr7"	50327757	50382540	"annotated"	-0.022	"ENST00000331340.8+ENST00000343574.9+ENST00000357364.8+ENST00000359197.9+ENST00000438033.5+ENST00000439701.2+ENST00000471793.1+ENST00000645066.1"	"NALM_6"
"9512"	"clu_12399_+"	6	"chr7:50327757-50382540"	"<i>IKZF1</i>"	"cryptic"	0.0136	"IKZF1"	"ENSG00000204261.9"	"chr7"	50368065	50369522	"annotated"	0.065	"ENST00000492119.1+ENST00000492782.6+ENST00000646110.1"	"NALM_6"
"9513"	"clu_12399_+"	6	"chr7:50327757-50382540"	"<i>IKZF1</i>"	"cryptic"	0.0136	"IKZF1"	"ENSG00000077458.13"	"chr7"	50368065	50376533	"novel annotated pair"	-0.01	"."	"NALM_6"
"9514"	"clu_12399_+"	6	"chr7:50327757-50382540"	"<i>IKZF1</i>"	"cryptic"	0.0136	"IKZF1"	"ENSG00000077458.13"	"chr7"	50376793	50382540	"annotated"	-0.062	"ENST00000331340.8+ENST00000357364.8+ENST00000359197.9+ENST00000439701.2+ENST00000471793.1"	"NALM_6"
"9515"	"clu_12445_+"	4	"chr7:74716950-74728786"	"<i>GTF2I</i>"	"cryptic"	0.00134	"GTF2I"	"ENSG00000263001.8"	"chr7"	74716950	74718861	"cryptic_threeprime"	0.065	"."	"NALM_6"
"9516"	"clu_12445_+"	4	"chr7:74716950-74728786"	"<i>GTF2I</i>"	"cryptic"	0.00134	"GTF2I"	"ENSG00000263001.8"	"chr7"	74716950	74718879	"annotated"	-0.015	"ENST00000484840.5+ENST00000573035.6+ENST00000614986.4+ENST00000650807.1"	"NALM_6"
"9517"	"clu_12445_+"	4	"chr7:74716950-74728786"	"<i>GTF2I</i>"	"cryptic"	0.00134	"GTF2I"	"ENSG00000263001.8"	"chr7"	74716950	74728786	"annotated"	-0.03	"ENST00000484840.5+ENST00000573035.6+ENST00000614986.4+ENST00000620879.4+ENST00000621734.4+ENST00000650807.1+ENST00000690345.1"	"NALM_6"
"9518"	"clu_12445_+"	4	"chr7:74716950-74728786"	"<i>GTF2I</i>"	"cryptic"	0.00134	"GTF2I"	"ENSG00000263001.8"	"chr7"	74718941	74728786	"annotated"	-0.02	"ENST00000484840.5+ENST00000573035.6+ENST00000614986.4+ENST00000650807.1"	"NALM_6"
"9519"	"clu_12446_+"	4	"chr7:74711109-74716894"	"<i>GTF2I</i>"	"cryptic"	0.0145	"GTF2I"	"ENSG00000181163.14"	"chr7"	74711109	74714857	"annotated"	0.019	"ENST00000490431.2+ENST00000573035.6+ENST00000621734.4+ENST00000650807.1"	"NALM_6"
"9520"	"clu_12446_+"	4	"chr7:74711109-74716894"	"<i>GTF2I</i>"	"cryptic"	0.0145	"GTF2I"	"ENSG00000181163.14"	"chr7"	74711109	74714860	"cryptic_threeprime"	0.018	"."	"NALM_6"
"9521"	"clu_12446_+"	4	"chr7:74711109-74716894"	"<i>GTF2I</i>"	"cryptic"	0.0145	"GTF2I"	"ENSG00000181163.14"	"chr7"	74711109	74716894	"annotated"	-0.055	"ENST00000443166.5+ENST00000573035.6+ENST00000614986.4+ENST00000620879.4+ENST00000621734.4+ENST00000650807.1+ENST00000690345.1"	"NALM_6"
"9522"	"clu_12446_+"	4	"chr7:74711109-74716894"	"<i>GTF2I</i>"	"cryptic"	0.0145	"GTF2I"	"ENSG00000101444.13"	"chr7"	74714916	74716894	"annotated"	0.019	"ENST00000573035.6+ENST00000621734.4+ENST00000650807.1"	"NALM_6"
"9523"	"clu_12486_+"	2	"chr7:94528250-94533205"	"<i>CASD1</i>"	"cryptic"	0.0191	"CASD1"	"ENSG00000082898.19"	"chr7"	94528250	94533189	"cryptic_threeprime"	0.313	"."	"NALM_6"
"9524"	"clu_12486_+"	2	"chr7:94528250-94533205"	"<i>CASD1</i>"	"cryptic"	0.0191	"CASD1"	"ENSG00000082898.19"	"chr7"	94528250	94533205	"annotated"	-0.313	"ENST00000297273.9+ENST00000443644.1+ENST00000447923.5"	"NALM_6"
"9525"	"clu_12493_+"	2	"chr7:98981960-98983264"	"<i>TRRAP</i>"	"cryptic"	0.000868	"TRRAP"	"ENSG00000196367.14"	"chr7"	98981960	98983240	"cryptic_threeprime"	0.26	"."	"NALM_6"
"9526"	"clu_12493_+"	2	"chr7:98981960-98983264"	"<i>TRRAP</i>"	"cryptic"	0.000868	"TRRAP"	"ENSG00000196367.14"	"chr7"	98981960	98983264	"annotated"	-0.26	"ENST00000355540.7+ENST00000359863.8+ENST00000360902.2+ENST00000446306.7+ENST00000456197.2+ENST00000628380.2"	"NALM_6"
"9527"	"clu_12517_+"	3	"chr7:100345968-100349799"	"<i>STAG3L5P-PVRIG2P-PILRB</i>"	"annotated"	0.00586	"STAG3L5P-PVRIG2P-PILRB"	"ENSG00000155393.14"	"chr7"	100345968	100349717	"annotated"	0.432	"ENST00000493499.1"	"NALM_6"
"9528"	"clu_12517_+"	3	"chr7:100345968-100349799"	"<i>STAG3L5P-PVRIG2P-PILRB</i>"	"annotated"	0.00586	"STAG3L5P-PVRIG2P-PILRB"	"ENSG00000155393.14"	"chr7"	100345968	100349731	"annotated"	-0.232	"ENST00000473757.5+ENST00000488972.6+ENST00000444874.5"	"NALM_6"
"9529"	"clu_12517_+"	3	"chr7:100345968-100349799"	"<i>STAG3L5P-PVRIG2P-PILRB</i>"	"annotated"	0.00586	"STAG3L5P-PVRIG2P-PILRB"	"ENSG00000173960.14"	"chr7"	100345968	100349799	"annotated"	-0.2	"ENST00000310771.8+ENST00000483329.6"	"NALM_6"
"9530"	"clu_12522_+"	4	"chr7:100356883-100358242"	"<i>PILRB</i>"	"cryptic"	0.00125	"PILRB"	"ENSG00000121716.21"	"chr7"	100356883	100358220	"annotated"	-0.268	"ENST00000419749.5+ENST00000422808.5+ENST00000431140.5+ENST00000448382.5+ENST00000452089.5+ENST00000455145.5+ENST00000457519.5+ENST00000310771.8+ENST00000444874.5+ENST00000472646.1"	"NALM_6"
"9531"	"clu_12522_+"	4	"chr7:100356883-100358242"	"<i>PILRB</i>"	"cryptic"	0.00125	"PILRB"	"ENSG00000121716.21"	"chr7"	100356883	100358227	"cryptic_threeprime"	0.322	"."	"NALM_6"
"9532"	"clu_12522_+"	4	"chr7:100356883-100358242"	"<i>PILRB</i>"	"cryptic"	0.00125	"PILRB"	"ENSG00000121716.21"	"chr7"	100356883	100358242	"cryptic_threeprime"	-0.032	"."	"NALM_6"
"9533"	"clu_12522_+"	4	"chr7:100356883-100358242"	"<i>PILRB</i>"	"cryptic"	0.00125	"PILRB"	"ENSG00000121716.21"	"chr7"	100356938	100358220	"annotated"	-0.021	"ENST00000438028.5+ENST00000443526.5"	"NALM_6"
"9534"	"clu_12544_+"	5	"chr7:102433661-102438944"	"<i>ORAI2</i>"	"cryptic"	0.000169	"ORAI2"	"ENSG00000160991.17"	"chr7"	102433661	102436184	"cryptic_threeprime"	-0.01	"."	"NALM_6"
"9535"	"clu_12544_+"	5	"chr7:102433661-102438944"	"<i>ORAI2</i>"	"cryptic"	0.000169	"ORAI2"	"ENSG00000160991.17"	"chr7"	102433661	102436202	"annotated"	0.318	"ENST00000356387.6"	"NALM_6"
"9536"	"clu_12544_+"	5	"chr7:102433661-102438944"	"<i>ORAI2</i>"	"cryptic"	0.000169	"ORAI2"	"ENSG00000160991.17"	"chr7"	102433661	102436225	"annotated"	-0.096	"ENST00000488996.1+ENST00000495936.7"	"NALM_6"
"9537"	"clu_12544_+"	5	"chr7:102433661-102438944"	"<i>ORAI2</i>"	"cryptic"	0.000169	"ORAI2"	"ENSG00000160991.17"	"chr7"	102433661	102438944	"annotated"	-0.051	"ENST00000356387.6+ENST00000403646.8+ENST00000478730.7+ENST00000495936.7+ENST00000611770.5"	"NALM_6"
"9538"	"clu_12544_+"	5	"chr7:102433661-102438944"	"<i>ORAI2</i>"	"cryptic"	0.000169	"ORAI2"	"ENSG00000160991.17"	"chr7"	102436333	102438944	"annotated"	-0.162	"ENST00000356387.6+ENST00000473939.2+ENST00000478730.7+ENST00000482237.5+ENST00000495936.7+ENST00000498661.6"	"NALM_6"
"9539"	"clu_12557_+"	3	"chr7:105041023-105063351"	"<i>KMT2E</i>"	"cryptic"	0.00178	"KMT2E"	"ENSG00000005483.22"	"chr7"	105041023	105062164	"annotated"	-0.039	"ENST00000257745.9+ENST00000311117.8+ENST00000334884.9+ENST00000474203.5+ENST00000476671.5+ENST00000482560.6+ENST00000495267.5+ENST00000622386.2+ENST00000667857.1"	"NALM_6"
"9540"	"clu_12557_+"	3	"chr7:105041023-105063351"	"<i>KMT2E</i>"	"cryptic"	0.00178	"KMT2E"	"ENSG00000005483.22"	"chr7"	105041023	105063351	"novel annotated pair"	0.076	"ENST00000257745.9+ENST00000311117.8+ENST00000334884.9+ENST00000474203.5+ENST00000476671.5+ENST00000482560.6+ENST00000495267.5+ENST00000622386.2+ENST00000667857.1"	"NALM_6"
"9541"	"clu_12557_+"	3	"chr7:105041023-105063351"	"<i>KMT2E</i>"	"cryptic"	0.00178	"KMT2E"	"ENSG00000005483.22"	"chr7"	105062278	105063351	"annotated"	-0.038	"ENST00000257745.9+ENST00000311117.8+ENST00000334884.9+ENST00000468607.1+ENST00000474203.5+ENST00000476671.5+ENST00000482560.6+ENST00000485619.1+ENST00000495267.5+ENST00000622386.2+ENST00000667857.1"	"NALM_6"
"9542"	"clu_12574_+"	2	"chr7:128574791-128577964"	"<i>ENSG00000280828</i>"	"cryptic"	0.00913	"ENSG00000280828"	"ENSG00000266412.6"	"chr7"	128574791	128577953	"cryptic_threeprime"	-0.429	"."	"NALM_6"
"9543"	"clu_12574_+"	2	"chr7:128574791-128577964"	"<i>ENSG00000280828</i>"	"cryptic"	0.00913	"ENSG00000280828"	"ENSG00000266412.6"	"chr7"	128574791	128577964	"annotated"	0.429	"ENST00000479267.2"	"NALM_6"
"9544"	"clu_12592_+"	2	"chr7:135630470-135635581"	"<i>NUP205</i>"	"annotated"	0.0127	"NUP205"	"ENSG00000185811.20"	"chr7"	135630470	135635564	"annotated"	0.05	"ENST00000477620.5"	"NALM_6"
"9545"	"clu_12592_+"	2	"chr7:135630470-135635581"	"<i>NUP205</i>"	"annotated"	0.0127	"NUP205"	"ENSG00000185811.20"	"chr7"	135630470	135635581	"annotated"	-0.05	"ENST00000285968.11+ENST00000607647.5"	"NALM_6"
"9546"	"clu_127_+"	3	"chr1:28236452-28246589"	"<i>ATP5IF1</i>"	"annotated"	0.0355	"ATP5IF1"	"ENSG00000136044.12"	"chr1"	28236452	28237761	"annotated"	0.007	"ENST00000497986.5"	"NALM_6"
"9547"	"clu_127_+"	3	"chr1:28236452-28246589"	"<i>ATP5IF1</i>"	"annotated"	0.0355	"ATP5IF1"	"ENSG00000063601.17"	"chr1"	28236452	28237837	"annotated"	-0.051	"ENST00000335514.10"	"NALM_6"
"9548"	"clu_127_+"	3	"chr1:28236452-28246589"	"<i>ATP5IF1</i>"	"annotated"	0.0355	"ATP5IF1"	"ENSG00000063601.17"	"chr1"	28236452	28246589	"annotated"	0.044	"ENST00000468425.2"	"NALM_6"
"9549"	"clu_12720_-"	4	"chr8:73688813-73738284"	"<i>STAU2</i>"	"annotated"	0.000195	"STAU2"	"ENSG00000040341.18"	"chr8"	73688813	73709032	"annotated"	0.082	"ENST00000519818.5+ENST00000519961.5+ENST00000520872.5+ENST00000521845.5+ENST00000522061.5+ENST00000522962.5+ENST00000524300.6"	"NALM_6"
"9550"	"clu_12720_-"	4	"chr8:73688813-73738284"	"<i>STAU2</i>"	"annotated"	0.000195	"STAU2"	"ENSG00000040341.18"	"chr8"	73688813	73738284	"annotated"	-0.165	"ENST00000355780.9+ENST00000519818.5+ENST00000519961.5+ENST00000520872.5+ENST00000521419.5+ENST00000521447.5+ENST00000521736.5+ENST00000521845.5+ENST00000522061.5+ENST00000522509.5+ENST00000522695.5+ENST00000522962.5+ENST00000524104.5+ENST00000524113.5+ENST00000524300.6+ENST00000358757.5"	"NALM_6"
"9551"	"clu_12720_-"	4	"chr8:73688813-73738284"	"<i>STAU2</i>"	"annotated"	0.000195	"STAU2"	"ENSG00000040341.18"	"chr8"	73709162	73738284	"annotated"	-0.031	"ENST00000519818.5+ENST00000519961.5+ENST00000520872.5+ENST00000520945.5+ENST00000522061.5+ENST00000522962.5+ENST00000524300.6"	"NALM_6"
"9552"	"clu_12720_-"	4	"chr8:73688813-73738284"	"<i>STAU2</i>"	"annotated"	0.000195	"STAU2"	"ENSG00000040341.18"	"chr8"	73709177	73738284	"annotated"	0.114	"ENST00000521845.5+ENST00000524191.5"	"NALM_6"
"9553"	"clu_1273_-"	3	"chr1:179852811-179865436"	"<i>TOR1AIP2</i>"	"cryptic"	0.0341	"TOR1AIP2"	"ENSG00000164754.16"	"chr1"	179856170	179865436	"cryptic_threeprime"	-0.01	"."	"NALM_6"
"9554"	"clu_1273_-"	3	"chr1:179852811-179865436"	"<i>TOR1AIP2</i>"	"cryptic"	0.0341	"TOR1AIP2"	"ENSG00000123219.13"	"chr1"	179852811	179856058	"cryptic_fiveprime"	-0.325	"."	"NALM_6"
"9555"	"clu_1273_-"	3	"chr1:179852811-179865436"	"<i>TOR1AIP2</i>"	"cryptic"	0.0341	"TOR1AIP2"	"ENSG00000123219.13"	"chr1"	179852811	179865436	"annotated"	0.335	"ENST00000609928.6"	"NALM_6"
"9556"	"clu_12737_-"	3	"chr8:85214631-85217386"	"<i>RBIS</i>"	"annotated"	0.00294	"RBIS"	"ENSG00000150991.16"	"chr8"	85214631	85214921	"annotated"	-0.027	"ENST00000611854.4+ENST00000612809.4+ENST00000612977.4+ENST00000615071.1+ENST00000615697.4+ENST00000619594.5"	"NALM_6"
"9557"	"clu_12737_-"	3	"chr8:85214631-85217386"	"<i>RBIS</i>"	"annotated"	0.00294	"RBIS"	"ENSG00000150991.16"	"chr8"	85214631	85217386	"annotated"	0.069	"ENST00000545322.5+ENST00000611854.4+ENST00000612809.4+ENST00000612977.4+ENST00000614462.4+ENST00000615697.4+ENST00000619594.5"	"NALM_6"
"9558"	"clu_12737_-"	3	"chr8:85214631-85217386"	"<i>RBIS</i>"	"annotated"	0.00294	"RBIS"	"ENSG00000150991.16"	"chr8"	85215037	85217386	"annotated"	-0.042	"ENST00000523281.5+ENST00000611854.4+ENST00000612809.4+ENST00000612977.4+ENST00000615697.4+ENST00000619594.5"	"NALM_6"
"9559"	"clu_1274_-"	4	"chr1:179865854-179877693"	"<i>TOR1AIP2</i>"	"cryptic"	0.000159	"TOR1AIP2"	"ENSG00000169905.13"	"chr1"	179865854	179877239	"annotated"	-0.061	"ENST00000482587.5+ENST00000609928.6"	"NALM_6"
"9560"	"clu_1274_-"	4	"chr1:179865854-179877693"	"<i>TOR1AIP2</i>"	"cryptic"	0.000159	"TOR1AIP2"	"ENSG00000169905.13"	"chr1"	179865854	179877693	"annotated"	-0.007	"ENST00000482587.5+ENST00000495650.1+ENST00000609928.6"	"NALM_6"
"9561"	"clu_1274_-"	4	"chr1:179865854-179877693"	"<i>TOR1AIP2</i>"	"cryptic"	0.000159	"TOR1AIP2"	"ENSG00000169905.13"	"chr1"	179865869	179877239	"cryptic_threeprime"	0.126	"."	"NALM_6"
"9562"	"clu_1274_-"	4	"chr1:179865854-179877693"	"<i>TOR1AIP2</i>"	"cryptic"	0.000159	"TOR1AIP2"	"ENSG00000169905.13"	"chr1"	179877373	179877693	"annotated"	-0.058	"ENST00000367612.7+ENST00000482587.5+ENST00000483123.1+ENST00000609928.6"	"NALM_6"
"9563"	"clu_12755_-"	6	"chr8:98106326-98117032"	"<i>RIDA</i>"	"cryptic"	9.15e-06	"RIDA"	"ENSG00000132541.11"	"chr8"	98106326	98108646	"annotated"	0.001	"ENST00000254878.8+ENST00000520507.5+ENST00000522791.5"	"NALM_6"
"9564"	"clu_12755_-"	6	"chr8:98106326-98117032"	"<i>RIDA</i>"	"cryptic"	9.15e-06	"RIDA"	"ENSG00000132541.11"	"chr8"	98106326	98117032	"annotated"	0	"ENST00000254878.8+ENST00000520507.5+ENST00000521560.1+ENST00000522791.5"	"NALM_6"
"9565"	"clu_12755_-"	6	"chr8:98106326-98117032"	"<i>RIDA</i>"	"cryptic"	9.15e-06	"RIDA"	"ENSG00000132541.11"	"chr8"	98108713	98117032	"annotated"	-0.003	"ENST00000522791.5"	"NALM_6"
"9566"	"clu_12755_-"	6	"chr8:98106326-98117032"	"<i>RIDA</i>"	"cryptic"	9.15e-06	"RIDA"	"ENSG00000132541.11"	"chr8"	98108751	98113638	"cryptic_fiveprime"	-0.002	"."	"NALM_6"
"9567"	"clu_12755_-"	6	"chr8:98106326-98117032"	"<i>RIDA</i>"	"cryptic"	9.15e-06	"RIDA"	"ENSG00000132541.11"	"chr8"	98108751	98117032	"annotated"	-0.057	"ENST00000254878.8"	"NALM_6"
"9568"	"clu_12755_-"	6	"chr8:98106326-98117032"	"<i>RIDA</i>"	"cryptic"	9.15e-06	"RIDA"	"ENSG00000132541.11"	"chr8"	98108768	98117032	"annotated"	0.061	"ENST00000520507.5"	"NALM_6"
"9569"	"clu_12756_-"	2	"chr8:98996966-99012869"	"<i>VPS13B-DT</i>"	"cryptic"	0.00913	"VPS13B-DT"	"ENSG00000206053.13"	"chr8"	98996966	99012869	"annotated"	-0.449	"ENST00000521696.1+ENST00000664472.2"	"NALM_6"
"9570"	"clu_12756_-"	2	"chr8:98996966-99012869"	"<i>VPS13B-DT</i>"	"cryptic"	0.00913	"VPS13B-DT"	"ENSG00000206053.13"	"chr8"	99004695	99012869	"cryptic_threeprime"	0.449	"."	"NALM_6"
"9571"	"clu_12757_-"	4	"chr8:99892047-99893639"	"<i>COX6C</i>"	"annotated"	0.012	"COX6C"	"ENSG00000127586.17"	"chr8"	99892047	99893639	"annotated"	0.01	"ENST00000297564.6+ENST00000517682.6"	"NALM_6"
"9572"	"clu_12757_-"	4	"chr8:99892047-99893639"	"<i>COX6C</i>"	"annotated"	0.012	"COX6C"	"ENSG00000127586.17"	"chr8"	99892052	99893319	"annotated"	0.009	"ENST00000522940.5"	"NALM_6"
"9573"	"clu_12757_-"	4	"chr8:99892047-99893639"	"<i>COX6C</i>"	"annotated"	0.012	"COX6C"	"ENSG00000127586.17"	"chr8"	99892052	99893443	"annotated"	-0.037	"ENST00000520271.5"	"NALM_6"
"9574"	"clu_12757_-"	4	"chr8:99892047-99893639"	"<i>COX6C</i>"	"annotated"	0.012	"COX6C"	"ENSG00000171316.12"	"chr8"	99892052	99893639	"annotated"	0.018	"ENST00000518171.5+ENST00000520468.7+ENST00000520517.5+ENST00000522934.5+ENST00000523016.1"	"NALM_6"
